age,education_level,occupation,years_of_experience,hours_per_week,gender,country,industry,salary
56,Bachelor's,Marketing Manager,21.9,46.0,Female,Australia,Manufacturing,146644.94
43,High School,Marketing Manager,10.7,57.9,Female,India,Finance,54261.11
40,PhD,Product Manager,8.7,23.2,Female,USA,Technology,251910.58
32,Bachelor's,HR Specialist,1.0,57.8,Male,Australia,Education,112368.25
29,Bachelor's,Financial Analyst,6.0,43.7,Male,Germany,Finance,160059.67
31,High School,Mechanical Engineer,3.6,58.9,Female,India,Healthcare,45932.11
27,High School,Software Engineer,1.3,47.6,Male,USA,Retail,120791.19
50,High School,Financial Analyst,18.7,31.6,Male,Canada,Manufacturing,96724.98
48,High School,Product Manager,6.5,25.2,Other,Canada,Finance,122891.82
40,High School,Software Engineer,13.1,48.3,Female,UK,Retail,100460.4
46,High School,Operations Manager,14.8,42.1,Female,UK,Manufacturing,99050.37
38,Bachelor's,Mechanical Engineer,5.7,45.2,Male,Canada,Retail,122382.88
33,Bachelor's,Operations Manager,2.1,49.6,Female,USA,Education,118659.91
25,High School,Financial Analyst,4.3,39.7,Male,UK,Finance,104438.76
46,Bachelor's,Data Analyst,5.8,53.4,Other,USA,Manufacturing,134299.91
27,High School,Mechanical Engineer,3.4,23.6,Female,Australia,Technology,109645.18
36,Master's,Mechanical Engineer,2.7,20.2,Female,India,Retail,46661.97
40,Master's,HR Specialist,11.5,59.3,Female,USA,Education,139910.49
28,High School,Customer Support,7.3,48.1,Female,UK,Retail,79959.72
33,High School,Operations Manager,0.6,36.2,Male,Australia,Healthcare,113269.63
57,Master's,Product Manager,23.5,41.4,Male,Germany,Healthcare,195182.69
36,High School,Customer Support,5.2,54.6,Male,Germany,Manufacturing,75542.64
28,Bachelor's,Sales Executive,5.9,50.9,Female,Canada,Technology,146732.47
43,Bachelor's,Sales Executive,13.0,43.8,Male,USA,Finance,163261.73
41,PhD,Operations Manager,0.0,44.3,Male,Germany,Healthcare,135855.64
45,High School,HR Specialist,13.9,45.1,Female,UK,Technology,105574.36
40,Master's,Product Manager,9.4,60.5,Male,India,Education,59692.08
51,High School,Marketing Manager,21.8,35.8,Male,Germany,Healthcare,114366.07
19,Bachelor's,Customer Support,0.0,54.4,Male,USA,Manufacturing,118313.11
51,Master's,Sales Executive,17.4,42.2,Male,India,Finance,72629.38
28,Master's,Data Analyst,6.0,31.7,Male,UK,Education,123809.26
27,Bachelor's,HR Specialist,0.8,47.7,Male,USA,Technology,162082.0
38,Bachelor's,Customer Support,10.1,27.8,Male,Canada,Finance,120747.65
21,Bachelor's,Data Analyst,2.4,43.2,Female,India,Healthcare,53436.16
30,PhD,Marketing Manager,0.0,38.6,Other,Germany,Healthcare,163122.43
35,High School,Operations Manager,9.2,47.7,Female,Germany,Finance,111308.61
27,High School,Sales Executive,1.4,,Male,Germany,Technology,104595.0
35,Bachelor's,Mechanical Engineer,13.7,36.2,Male,UK,Education,102907.41
35,Bachelor's,HR Specialist,7.0,62.1,Male,India,Retail,43106.35
48,Master's,Data Analyst,18.6,43.5,Female,Germany,Manufacturing,157955.4
49,High School,Sales Executive,21.1,34.3,Female,Canada,Manufacturing,91447.53
35,Bachelor's,Data Analyst,9.9,46.9,Other,Canada,Education,113942.01
39,Master's,HR Specialist,6.4,49.2,Female,Australia,Healthcare,157897.11
46,Master's,Financial Analyst,12.8,52.6,Female,Germany,Technology,185722.01
47,Bachelor's,Software Engineer,8.3,27.3,Male,Germany,Education,106084.61
35,Bachelor's,Software Engineer,6.0,39.8,Female,Canada,Retail,134161.67
33,Master's,HR Specialist,4.6,51.1,Male,USA,Finance,205091.54
28,High School,Operations Manager,5.6,29.7,Male,USA,Manufacturing,100976.87
54,PhD,HR Specialist,16.7,51.8,Male,Canada,Education,133714.16
37,Bachelor's,Software Engineer,4.9,53.5,Male,Canada,Retail,120317.71
38,Bachelor's,Mechanical Engineer,9.2,45.1,Male,India,Education,39501.67
50,PhD,Operations Manager,19.5,32.7,Female,Canada,Healthcare,200675.92
24,Bachelor's,Financial Analyst,2.3,45.1,Female,Germany,Retail,99336.2
40,Master's,Mechanical Engineer,9.5,46.9,Male,Germany,Healthcare,176919.5
34,Master's,Financial Analyst,13.1,52.0,Male,India,Education,56301.67
33,High School,Sales Executive,12.2,47.4,Female,Australia,Education,81398.32
23,Bachelor's,HR Specialist,5.0,38.5,Male,UK,Finance,152507.45
46,Master's,Marketing Manager,24.4,67.5,Male,UK,Healthcare,194954.53
28,High School,Mechanical Engineer,0.0,40.1,Male,Canada,Finance,94855.56
36,Master's,Mechanical Engineer,10.1,28.4,Male,Canada,Education,112149.83
32,High School,Data Analyst,7.3,32.3,Male,India,Manufacturing,36658.48
57,Bachelor's,Customer Support,13.4,60.2,Female,Australia,Retail,118890.31
32,Bachelor's,Marketing Manager,7.0,33.0,Male,UK,Healthcare,139861.25
50,High School,Operations Manager,13.8,44.8,Male,India,Healthcare,46176.38
34,Bachelor's,Operations Manager,13.0,33.9,Male,USA,Retail,113856.54
32,Bachelor's,HR Specialist,9.3,38.2,Male,Canada,Education,102723.11
55,High School,Software Engineer,22.4,51.1,Female,Australia,Finance,135453.67
25,Bachelor's,Mechanical Engineer,0.6,51.5,Female,India,Education,36140.2
47,High School,Operations Manager,21.2,43.1,Female,UK,Finance,115135.75
35,PhD,Customer Support,8.6,56.1,Female,Canada,Technology,208385.47
32,Master's,Data Analyst,8.7,27.5,Female,Australia,Technology,176273.14
39,Bachelor's,Mechanical Engineer,6.6,39.9,Male,Canada,Healthcare,121955.38
30,PhD,Marketing Manager,12.0,44.9,Male,India,Retail,65154.33
18,PhD,Operations Manager,0.0,36.5,Male,Germany,Technology,184068.92
27,PhD,Product Manager,5.9,40.6,Male,India,Retail,67956.09
49,Bachelor's,Marketing Manager,18.0,48.7,Female,Germany,Education,110287.13
43,Master's,Customer Support,13.7,46.5,Female,India,Healthcare,58825.31
32,Bachelor's,Product Manager,2.2,,Male,Australia,Manufacturing,134775.24
36,High School,Customer Support,12.3,31.6,Male,Germany,Technology,98498.22
39,Bachelor's,Marketing Manager,11.3,42.1,Female,Canada,Finance,171283.1
25,High School,Software Engineer,1.3,29.4,Male,India,Retail,32578.28
50,High School,Mechanical Engineer,17.7,29.7,Male,USA,Finance,130160.91
30,Bachelor's,Marketing Manager,12.0,42.1,Male,USA,Healthcare,194751.94
52,Master's,Mechanical Engineer,15.2,51.4,Female,Australia,Healthcare,170053.88
40,Master's,HR Specialist,16.6,39.4,Male,Germany,Education,107224.19
29,PhD,Mechanical Engineer,3.8,57.2,Female,Australia,Education,151987.88
40,PhD,Mechanical Engineer,20.5,37.5,Male,Australia,Education,167001.99
25,PhD,Financial Analyst,1.3,39.8,Male,UK,Healthcare,201426.95
26,Master's,HR Specialist,0.0,44.4,Male,Germany,Finance,141733.52
47,Bachelor's,Product Manager,13.6,48.9,Male,India,Technology,83221.24
25,High School,HR Specialist,0.0,50.7,Female,Germany,Manufacturing,78148.84
34,Bachelor's,Software Engineer,11.3,44.4,Male,India,Education,43735.83
46,Bachelor's,HR Specialist,8.2,28.0,Female,Germany,Education,93206.83
26,Master's,Software Engineer,6.0,33.4,Male,Australia,Manufacturing,179415.66
34,Bachelor's,Data Analyst,7.9,45.4,Male,Germany,Education,108581.08
41,Master's,HR Specialist,17.1,59.5,Female,UK,Technology,181475.49
36,Master's,HR Specialist,0.0,30.8,Female,India,Retail,40629.19
40,PhD,Mechanical Engineer,8.7,50.9,Female,USA,Retail,151269.25
25,Bachelor's,Operations Manager,2.2,38.8,Female,India,Education,36050.18
40,Bachelor's,Financial Analyst,16.5,39.1,Male,USA,Manufacturing,169516.61
42,Bachelor's,Mechanical Engineer,5.3,44.9,Male,UK,Finance,150279.28
47,Bachelor's,Mechanical Engineer,22.3,38.4,Female,Germany,Manufacturing,118374.41
34,Bachelor's,Customer Support,4.7,31.8,Female,Germany,Finance,111827.74
40,Bachelor's,Customer Support,9.0,54.0,Female,Canada,Manufacturing,106850.38
54,Master's,Customer Support,16.6,38.8,Male,Canada,Technology,173936.73
31,Master's,Data Analyst,2.9,52.4,Female,UK,Healthcare,184280.4
32,Master's,Operations Manager,4.4,30.4,Male,UK,Manufacturing,139376.98
19,Bachelor's,Sales Executive,0.0,40.1,Male,Canada,Technology,121849.7
61,High School,Financial Analyst,21.6,41.9,Other,USA,Retail,117861.95
55,Bachelor's,Data Analyst,18.1,43.0,Female,Canada,Manufacturing,105711.39
34,Bachelor's,Operations Manager,16.0,38.5,Female,Germany,Technology,157105.96
33,Master's,Mechanical Engineer,14.0,36.0,Male,India,Healthcare,66674.28
42,Master's,Operations Manager,5.9,29.1,Male,Canada,Manufacturing,133637.95
32,High School,Operations Manager,2.1,33.9,Female,Australia,Education,65696.67
50,PhD,Software Engineer,17.7,41.9,Female,Germany,Manufacturing,196908.01
36,Master's,Customer Support,13.0,48.0,Female,India,Education,39758.34
34,PhD,Marketing Manager,2.4,34.3,Female,UK,Education,134994.92
33,Master's,Financial Analyst,4.2,35.1,Male,Germany,Technology,204695.31
62,Bachelor's,Customer Support,24.8,49.5,Male,UK,Technology,147851.18
49,Bachelor's,Sales Executive,14.4,46.3,Female,Australia,Finance,162185.45
45,High School,Mechanical Engineer,14.2,37.3,Male,Canada,Retail,71809.2
50,High School,Mechanical Engineer,16.1,38.9,Male,Canada,Manufacturing,94582.91
58,High School,Product Manager,13.6,45.2,Female,India,Technology,58811.6
34,Bachelor's,HR Specialist,10.2,27.1,Male,Germany,Manufacturing,117731.04
34,High School,Financial Analyst,4.4,41.2,Male,UK,Finance,115745.24
41,PhD,Software Engineer,13.5,51.1,Male,Canada,Manufacturing,201663.46
28,High School,HR Specialist,3.3,43.9,Female,USA,Healthcare,109923.84
45,High School,Mechanical Engineer,18.2,34.3,Male,USA,Retail,118407.48
45,High School,Sales Executive,7.3,48.8,Female,Germany,Finance,95516.94
44,PhD,Product Manager,11.0,36.8,Male,Australia,Manufacturing,205158.3
56,PhD,HR Specialist,21.5,41.9,Male,Australia,Manufacturing,180528.02
24,PhD,HR Specialist,6.0,51.1,Male,Canada,Technology,180000.77
29,Master's,Operations Manager,6.9,50.6,Female,USA,Retail,162825.97
33,Master's,Customer Support,8.4,41.5,Female,India,Technology,64972.65
28,Bachelor's,Marketing Manager,3.2,44.1,Male,Germany,Finance,151177.39
53,Bachelor's,Customer Support,16.7,56.2,Male,Australia,Technology,160904.19
41,PhD,Sales Executive,3.7,43.2,Male,India,Technology,78687.0
18,PhD,Product Manager,0.0,50.3,Male,Germany,Finance,229340.94
46,Master's,Financial Analyst,14.4,54.7,Male,India,Education,53830.45
50,Master's,HR Specialist,16.8,44.3,Other,UK,Technology,173405.2
48,Bachelor's,HR Specialist,23.1,38.8,Male,USA,Healthcare,145817.11
37,Bachelor's,Mechanical Engineer,9.6,34.9,Male,UK,Education,92772.78
18,High School,HR Specialist,0.0,39.5,Male,India,Technology,42272.27
29,PhD,HR Specialist,2.5,51.1,Male,Australia,Retail,148104.89
50,Bachelor's,Sales Executive,11.5,60.8,Female,Australia,Healthcare,147107.36
39,High School,Data Analyst,16.3,54.1,Female,Australia,Finance,130754.07
51,Master's,Mechanical Engineer,21.8,45.2,Male,Canada,Manufacturing,166297.95
46,Master's,Data Analyst,10.7,47.9,Female,Germany,Manufacturing,139419.83
37,Master's,Data Analyst,6.5,44.1,Female,India,Finance,86199.61
26,Master's,Software Engineer,0.0,40.5,Female,Australia,Retail,145591.74
51,Bachelor's,Data Analyst,23.0,30.7,Female,Australia,Healthcare,138418.31
28,High School,Software Engineer,5.0,44.3,Female,Canada,Education,89739.06
49,Master's,Mechanical Engineer,15.2,31.1,Male,Germany,Healthcare,154175.23
31,High School,Customer Support,10.3,54.8,Female,Canada,Education,71089.31
42,Bachelor's,Operations Manager,15.7,44.2,Female,India,Finance,63905.78
29,High School,HR Specialist,11.0,58.8,Female,Germany,Education,77822.05
51,PhD,Operations Manager,14.0,43.4,Female,Canada,Finance,199039.37
30,High School,Software Engineer,11.9,48.1,Female,UK,Healthcare,126768.4
41,Bachelor's,Software Engineer,12.5,42.4,Female,UK,Finance,204412.97
22,PhD,Mechanical Engineer,0.0,44.5,Male,Canada,Retail,128087.43
49,Master's,HR Specialist,15.8,51.3,Female,Germany,Retail,119103.93
31,High School,Sales Executive,10.5,50.6,Female,UK,Manufacturing,110076.22
49,Bachelor's,Customer Support,16.4,37.0,Male,Canada,Education,94377.9
34,High School,Financial Analyst,2.3,43.0,Female,Canada,Manufacturing,108734.57
35,High School,Marketing Manager,10.6,41.5,Female,India,Healthcare,45910.54
54,Bachelor's,HR Specialist,15.7,35.3,Female,Australia,Technology,135700.05
31,High School,Financial Analyst,8.5,38.2,Male,India,Finance,47040.95
27,Bachelor's,Product Manager,8.9,21.2,Female,UK,Manufacturing,120860.92
32,Bachelor's,Marketing Manager,5.7,48.6,Male,Germany,Retail,114945.08
28,Master's,Sales Executive,6.5,51.6,Female,Germany,Education,114351.94
36,High School,Data Analyst,8.7,33.7,Female,Australia,Retail,80269.24
53,Bachelor's,Software Engineer,20.5,44.8,Female,Germany,Technology,182838.3
48,Bachelor's,Data Analyst,13.3,55.4,Male,USA,Retail,139858.7
25,Bachelor's,Sales Executive,2.3,47.0,Female,USA,Education,134043.0
29,PhD,Product Manager,1.7,41.7,Male,Germany,Healthcare,220275.24
48,Master's,HR Specialist,8.1,51.9,Female,Germany,Retail,118599.06
34,Bachelor's,Product Manager,8.3,42.4,Male,India,Technology,75277.18
42,Master's,Mechanical Engineer,18.3,50.1,Male,Germany,Technology,183963.18
36,Bachelor's,Operations Manager,7.5,57.8,Female,India,Manufacturing,46508.25
33,Master's,Software Engineer,9.3,31.7,Female,India,Education,55231.55
52,Bachelor's,Software Engineer,20.7,44.0,Female,Australia,Manufacturing,149637.82
37,Bachelor's,Software Engineer,7.1,51.3,Female,Canada,Technology,200078.23
29,PhD,Product Manager,3.4,41.6,Female,Germany,Education,157598.69
31,Bachelor's,HR Specialist,9.3,22.9,Female,Germany,Healthcare,115595.49
52,Bachelor's,Customer Support,18.4,31.5,Female,UK,Technology,128626.32
18,High School,Marketing Manager,0.0,45.6,Male,India,Healthcare,42350.99
51,Master's,Operations Manager,19.6,28.2,Female,India,Retail,39725.36
41,Master's,Sales Executive,10.3,30.4,Female,Australia,Education,102880.8
54,Bachelor's,Mechanical Engineer,13.3,,Male,Germany,Education,92835.85
45,Bachelor's,Customer Support,9.8,37.4,Female,UK,Healthcare,114763.6
46,PhD,Mechanical Engineer,16.8,32.3,Female,Canada,Retail,145647.84
41,Master's,Marketing Manager,18.6,38.4,Male,USA,Finance,236884.06
22,High School,Mechanical Engineer,1.5,49.0,Female,Australia,Manufacturing,89317.69
45,Bachelor's,Software Engineer,17.0,44.7,Male,India,Technology,81754.15
41,Bachelor's,Marketing Manager,7.1,48.9,Male,USA,Education,125591.35
47,High School,Marketing Manager,9.7,43.4,Male,USA,Retail,102865.76
30,High School,Operations Manager,12.0,42.8,Male,India,Technology,41615.91
34,Bachelor's,Product Manager,3.7,36.6,Female,USA,Finance,182284.48
31,Bachelor's,Mechanical Engineer,9.3,43.3,Male,Australia,Finance,145492.5
45,Master's,Software Engineer,15.2,32.9,Female,USA,Technology,283247.67
23,Bachelor's,Customer Support,1.4,60.2,Female,Germany,Healthcare,118532.33
45,High School,Software Engineer,18.5,48.7,Male,India,Technology,56931.33
40,High School,Software Engineer,11.8,40.8,Female,Australia,Technology,155982.6
22,Master's,Financial Analyst,4.0,32.2,Male,Germany,Manufacturing,143118.74
31,Master's,Operations Manager,6.1,29.5,Other,India,Healthcare,56491.0
59,High School,Sales Executive,24.2,48.4,Female,India,Finance,50188.54
42,Bachelor's,Software Engineer,17.1,32.2,Male,India,Manufacturing,54658.77
32,Master's,Financial Analyst,9.2,39.1,Female,USA,Healthcare,219654.72
27,Bachelor's,Customer Support,6.0,41.5,Female,USA,Manufacturing,121317.31
34,PhD,Financial Analyst,6.0,44.9,Male,Canada,Retail,168784.36
40,High School,Data Analyst,9.0,46.0,Male,Canada,Manufacturing,109092.14
30,PhD,Marketing Manager,8.9,33.2,Female,Germany,Technology,198768.95
33,Bachelor's,Mechanical Engineer,5.3,32.0,Female,Canada,Manufacturing,105384.99
34,High School,Operations Manager,6.4,36.2,Female,Canada,Healthcare,89755.86
26,Master's,Sales Executive,5.6,50.4,Male,India,Education,44615.5
39,Master's,Sales Executive,12.9,37.8,Female,India,Education,38779.58
57,Bachelor's,Mechanical Engineer,19.4,36.8,Male,Australia,Technology,135802.75
43,Bachelor's,Financial Analyst,10.5,53.7,Male,Australia,Healthcare,168821.38
47,Bachelor's,Marketing Manager,16.1,30.3,Female,USA,Healthcare,159059.18
37,PhD,Mechanical Engineer,14.5,43.8,Male,Canada,Finance,224536.73
33,High School,Operations Manager,2.5,41.2,Female,USA,Technology,147788.93
36,High School,Marketing Manager,9.2,39.3,Male,UK,Finance,122344.87
38,High School,Marketing Manager,11.1,41.9,Male,Germany,Education,87201.07
41,Bachelor's,Software Engineer,10.6,54.3,Male,USA,Retail,172156.54
37,Bachelor's,Sales Executive,14.0,51.9,Female,UK,Healthcare,155863.83
62,Master's,Financial Analyst,25.0,41.6,Male,USA,Retail,153872.7
38,High School,Software Engineer,9.5,29.3,Male,Australia,Manufacturing,107458.09
42,High School,Customer Support,5.1,45.0,Female,India,Technology,43993.16
44,High School,Marketing Manager,14.6,47.9,Female,Australia,Education,94446.0
22,Master's,Data Analyst,4.0,41.5,Male,UK,Finance,190677.88
50,Bachelor's,Mechanical Engineer,15.5,42.4,Male,Canada,Retail,113262.67
39,High School,Customer Support,8.9,36.3,Female,UK,Technology,95729.15
26,Master's,Software Engineer,7.5,48.8,Male,India,Retail,54664.54
34,High School,Product Manager,2.0,29.6,Male,Germany,Healthcare,114498.92
51,Master's,Mechanical Engineer,17.2,35.9,Male,India,Healthcare,66224.09
32,Master's,Operations Manager,5.9,38.6,Female,Canada,Education,128366.01
44,Master's,Data Analyst,12.3,40.9,Male,India,Finance,62228.57
37,Master's,Customer Support,10.8,30.5,Male,Germany,Technology,151409.24
41,Bachelor's,HR Specialist,10.6,41.6,Female,Germany,Education,105419.02
40,High School,Marketing Manager,15.6,39.1,Male,Australia,Technology,138558.64
30,Bachelor's,Marketing Manager,8.4,51.3,Male,UK,Healthcare,164217.72
38,Bachelor's,HR Specialist,18.1,49.0,Female,Canada,Education,109671.73
48,Master's,Product Manager,12.7,45.8,Female,Germany,Retail,148993.83
39,Bachelor's,Product Manager,16.6,47.6,Female,Germany,Education,116328.48
45,PhD,Financial Analyst,11.0,41.0,Male,Australia,Technology,258761.5
45,Master's,Data Analyst,17.7,28.0,Female,UK,Technology,220523.68
40,Bachelor's,Data Analyst,12.6,46.1,Female,Germany,Technology,160723.76
18,High School,Mechanical Engineer,0.0,28.5,Male,USA,Finance,128447.43
44,Bachelor's,Financial Analyst,15.5,34.7,Male,UK,Healthcare,169723.34
27,Bachelor's,Sales Executive,8.2,42.3,Female,Canada,Healthcare,135910.27
34,Bachelor's,Customer Support,9.0,33.0,Female,USA,Education,107065.2
43,Bachelor's,Product Manager,17.5,53.4,Other,Germany,Retail,120190.47
35,Bachelor's,Product Manager,6.0,47.1,Female,UK,Finance,189435.94
46,Master's,Marketing Manager,8.3,45.6,Male,India,Technology,71972.45
26,High School,Sales Executive,8.0,43.0,Female,USA,Healthcare,121013.79
32,Bachelor's,Sales Executive,5.2,41.4,Male,UK,Technology,144415.35
29,High School,Financial Analyst,6.2,48.1,Female,Germany,Manufacturing,94911.67
34,PhD,Data Analyst,2.2,33.9,Male,USA,Technology,221835.29
28,High School,Software Engineer,5.6,34.4,Female,USA,Retail,85096.43
40,Master's,Product Manager,12.5,42.4,Female,India,Retail,56718.9
50,High School,Customer Support,6.8,34.4,Female,UK,Finance,100221.12
39,Bachelor's,Financial Analyst,9.0,40.1,Male,USA,Retail,134134.28
43,Bachelor's,Sales Executive,5.3,58.2,Male,UK,Technology,162489.13
38,Master's,Marketing Manager,13.5,41.6,Female,USA,Manufacturing,184072.7
43,Master's,Customer Support,13.0,32.8,Female,Germany,Education,95424.16
